qid,dataset,text,dimension_model,dimensions
CD_RISC_12,HUMAN,"Even when hopeless, I do not give up.",human_25,['Emotional']
CD_RISC_12,HUMAN,"Even when hopeless, I do not give up.",human_26,['Spiritual']
CD_RISC_12,HUMAN,"Even when hopeless, I do not give up.",human_27,['Emotional']
CD_RISC_12,HUMAN,"Even when hopeless, I do not give up.",human_28,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_01,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_02,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_03,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_04,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_05,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_06,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_07,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_08,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_09,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_10,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_11,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_12,['Environmental']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_13,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_14,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_15,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_16,['Environmental']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_17,['Environmental']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_18,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_19,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_20,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_21,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_22,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_23,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_24,['Emotional']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_25,['Intellectual']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_26,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_27,['Social']
CD_RISC_13,HUMAN,"In times of stress, I know where to find help.",human_28,['Social']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_01,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_02,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_03,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_04,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_05,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_06,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_07,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_08,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_09,['Occupational']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_10,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_11,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_12,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_13,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_14,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_15,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_16,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_17,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_18,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_19,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_20,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_21,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_22,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_23,['Environmental']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_24,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_25,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_26,['Emotional']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_27,['Intellectual']
CD_RISC_14,HUMAN,"Under pressure, I stay focused and think clearly.",human_28,['Emotional']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_01,['Emotional']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_02,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_03,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_04,['Social']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_05,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_06,['Occupational']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_07,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_08,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_09,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_10,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_11,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_12,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_13,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_14,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_15,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_16,['Social']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_17,['Occupational']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_18,['Emotional']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_19,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_20,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_21,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_22,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_23,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_24,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_25,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_26,['Occupational']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_27,['Intellectual']
CD_RISC_15,HUMAN,I prefer to take the lead in problem-solving.,human_28,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_01,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_02,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_03,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_04,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_05,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_06,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_07,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_08,['Occupational']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_09,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_10,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_11,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_12,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_13,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_14,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_15,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_16,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_17,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_18,['Social']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_19,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_20,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_21,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_22,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_23,['Spiritual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_24,['Intellectual']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_25,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_26,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_27,['Emotional']
CD_RISC_16,HUMAN,I am not easily discouraged by failure.,human_28,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_01,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_02,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_03,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_04,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_05,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_06,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_07,['Intellectual']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_08,['Spiritual']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_09,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_10,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_11,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_12,['Spiritual']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_13,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_14,['Occupational']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_15,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_16,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_17,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_18,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_19,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_20,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_21,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_22,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_23,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_24,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_25,['Physical']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_26,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_27,['Emotional']
CD_RISC_17,HUMAN,I think of myself as a strong person when dealing with life's challenges and difficulties.,human_28,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_01,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_02,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_03,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_04,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_05,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_06,['Occupational']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_07,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_08,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_09,['Occupational']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_10,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_11,['Social']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_12,['Occupational']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_13,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_14,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_15,['Environmental']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_16,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_17,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_18,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_19,['Social']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_20,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_21,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_22,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_23,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_24,['Emotional']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_25,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_26,['Intellectual']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_27,['Social']
CD_RISC_18,HUMAN,I make unpopular or difficult decisions.,human_28,['Environmental']
CD_RISC_19,HUMAN,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",human_01,['Emotional']
