qid,text,Emotional,Environmental,Financial,Intellectual,Occupational,Physical,Social,Spiritual
CD_RISC_4,I can deal with whatever comes my way.,5,6,4,8,3,1,2,7
CD_RISC_4,I can deal with whatever comes my way.,2,0,0,5,1,0,3,4
CD_RISC_4,I can deal with whatever comes my way.,5,4,0,3,1,0,0,2
CD_RISC_4,I can deal with whatever comes my way.,4,0,2,3,0,0,0,1
CD_RISC_4,I can deal with whatever comes my way.,6,0,2,3,0,5,4,1
CD_RISC_4,I can deal with whatever comes my way.,2,0,0,1,0,0,0,0
CD_RISC_4,I can deal with whatever comes my way.,5,8,4,2,7,6,3,1
CD_RISC_4,I can deal with whatever comes my way.,2,0,0,3,0,0,0,1
CD_RISC_5,Past successes give me confidence.,1,0,0,3,2,0,0,0
CD_RISC_5,Past successes give me confidence.,4,0,2,3,1,0,0,0
CD_RISC_5,Past successes give me confidence.,3,0,0,2,1,0,0,0
CD_RISC_5,Past successes give me confidence.,6,7,1,8,2,3,4,5
CD_RISC_5,Past successes give me confidence.,6,7,3,4,8,1,5,2
CD_RISC_5,Past successes give me confidence.,0,2,0,3,0,0,0,1
CD_RISC_5,Past successes give me confidence.,2,0,1,4,3,0,0,0
CD_RISC_5,Past successes give me confidence.,4,0,1,2,3,0,0,5
CD_RISC_5,Past successes give me confidence.,0,0,0,0,0,0,0,0
CD_RISC_5,Past successes give me confidence.,2,0,0,0,1,0,0,0
CD_RISC_5,Past successes give me confidence.,5,2,4,8,7,3,6,1
CD_RISC_5,Past successes give me confidence.,4,0,0,3,1,0,2,0
CD_RISC_5,Past successes give me confidence.,2,0,0,1,0,0,0,0
CD_RISC_5,Past successes give me confidence.,5,0,0,3,4,1,2,0
CD_RISC_5,Past successes give me confidence.,7,0,3,6,2,5,4,1
CD_RISC_5,Past successes give me confidence.,1,0,0,0,2,0,0,0
CD_RISC_5,Past successes give me confidence.,3,0,0,1,0,0,0,2
CD_RISC_5,Past successes give me confidence.,1,2,0,3,0,0,0,4
CD_RISC_5,Past successes give me confidence.,1,0,0,0,0,0,0,0
CD_RISC_5,Past successes give me confidence.,1,0,0,0,0,0,0,0
CD_RISC_5,Past successes give me confidence.,2,0,0,1,0,0,0,0
CD_RISC_5,Past successes give me confidence.,1,0,0,2,0,0,0,0
CD_RISC_5,Past successes give me confidence.,5,4,0,2,3,0,1,0
CD_RISC_5,Past successes give me confidence.,3,0,0,2,1,0,0,0
CD_RISC_5,Past successes give me confidence.,2,0,0,1,3,0,0,0
CD_RISC_5,Past successes give me confidence.,0,0,0,1,2,0,0,0
CD_RISC_5,Past successes give me confidence.,6,3,5,8,7,4,2,1
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,0,0,2,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,5,1,0,3,0,0,4,2
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,1,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,4,1,0,3,0,0,2,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,0,0,2,0,0,0,1
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,7,4,2,3,5,1,8,6
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,2,0,0,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,1,0,0,0,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,4,6,7,5,1,0,3
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,8,2,3,4,1,7,6,5
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,0,0,0,0,1
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,1,0,0,0,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,4,3,0,0,0,0,2,1
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,0,0,1,0,0,2,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,1,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,1,0,0,0,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,0,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,2,0,0,1,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,1,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,1,0,0,0,0,0,0,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,8,3,5,4,6,1,7,2
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,0,0,1,0,0,0,2
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,0,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,3,0,0,1,0,0,2,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,0,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,2,0,0,0,0,0,1,0
CD_RISC_6,I try to see the humorous side of things when I am faced with problems.,1,0,0,0,0,0,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",8,1,4,7,3,6,5,2
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,2,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,4,3,1,0,5,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",7,5,4,2,1,8,3,6
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,0,0,3,0,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,1,0,3,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,0,0,0,0,1,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,0,0,0,0,1,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,2,0,0,0,1,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,0,0,0,0,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",3,7,1,6,5,8,4,2
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,0,0,0,0,1,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,2,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,0,0,0,0,2,0,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",3,1,2,0,0,4,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,0,0,3,1,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,0,0,3,0,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,2,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",7,2,1,5,4,8,6,3
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,2,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,2,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,2,0,0,0,3,0,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",3,0,0,0,0,4,2,1
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",2,0,0,0,0,1,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",1,0,0,0,0,0,0,0
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",3,2,8,6,7,4,1,5
CD_RISC_8,"I tend to bounce back after illness, injury, or other hardships.",0,0,0,0,0,1,0,0
CD_RISC_9,I believe most things happen for a reason.,6,3,1,0,7,2,5,4
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,8,3,4,1,6,2,7,5
CD_RISC_9,I believe most things happen for a reason.,2,4,3,5,1,7,6,8
CD_RISC_9,I believe most things happen for a reason.,3,2,0,1,0,0,0,4
CD_RISC_9,I believe most things happen for a reason.,0,0,0,1,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,3,1,0,2,0,0,0,4
CD_RISC_9,I believe most things happen for a reason.,2,0,0,1,0,0,0,3
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,0,1,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,0,3,0,1,0,0,2,4
CD_RISC_9,I believe most things happen for a reason.,2,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,2,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,0,0,0,1,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,7,2,6,3,1,4,5,8
CD_RISC_9,I believe most things happen for a reason.,0,0,0,0,0,0,0,1
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
CD_RISC_9,I believe most things happen for a reason.,1,0,0,0,0,0,0,2
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,0,1,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,2,0,0,1,3,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,2,3,4,0,0,1
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,1,2,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,3,0,0,0,4,2,0,1
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,2,0,0,1,3,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,2,1,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,1,0,0,2,0,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,0,1,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,5,4,6,2,0,3,1,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,3,0,1,0,2,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,5,1,6,4,8,7,3,2
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,2,0,0,0,0,1,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,2,1,0,0,3,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,1,0,0,0,2
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,1,0,0,0,0,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,0,2,0,0,1
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,1,0,0,2,0,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,1,0,0,2,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,1,2,3,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,2,1,0,0,3,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,8,5,6,7,1,4,2,3
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,1,0,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,3,0,0,0,1,0,0,2
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,1,2,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,3,0,0,1,2,0,0,0
PERMA1_1,How much of the time do you feel you are making progress towards accomplishing your goals?,0,0,0,0,0,0,1,2
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,3,0,0,2,0,0,1,0
PERMA1_3,How often do you feel joyful?,4,2,0,0,0,0,1,3
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,1,4,3,6,2,7,8,5
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,1,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,0,2,0,0,1,0,0,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,2
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,3,0,0,0,0,0,2,1
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,8,5,3,2,1,4,6,7
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,2,0,0,0,0,0,0,1
PERMA1_3,How often do you feel joyful?,1,0,0,0,0,0,0,0
PERMA1_3,How often do you feel joyful?,3,5,4,2,1,7,6,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,3,0,0,2,0,0,0,1
PERMA1_4,How often do you feel anxious?,2,0,0,0,0,0,0,1
PERMA1_4,How often do you feel anxious?,3,0,0,1,0,0,2,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,0,2,1,0,0,0,3,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,5,6,4,3,2,1,7,8
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,2,1,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,0,0,0,0,0,0,0,1
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,2,0,0,0,0,0,0,1
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,1,0,0,0,0,0,0,0
PERMA1_4,How often do you feel anxious?,8,4,2,3,5,1,6,7
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,1,2,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,1,0,0,2,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,5,0,3,4,6,2,0,1
PERMA1_5,How often do you achieve the important goals you have set for yourself?,2,0,0,1,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,5,2,0,4,3,0,1,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,1,0,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,5,1,6,7,8,2,4,3
PERMA1_5,How often do you achieve the important goals you have set for yourself?,2,0,0,3,0,0,0,1
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,0,1,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,2,7,8,1,5,6,3,4
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,2,1,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,6,4,5,7,3,0,2,1
PERMA1_5,How often do you achieve the important goals you have set for yourself?,8,1,2,4,3,6,7,5
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,3,2,0,0,1
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,1,2,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,2,0,0,1,0,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,1,0,0,2,0,0,0,3
PERMA1_5,How often do you achieve the important goals you have set for yourself?,2,0,0,3,0,0,0,1
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,0,1,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,1,2,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,1,0,2,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,7,4,5,6,8,3,1,2
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,1,5,4,3,2,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,2,0,1,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,1,2,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,1,0,0,2,3,0,0,0
PERMA1_5,How often do you achieve the important goals you have set for yourself?,0,0,0,1,2,0,0,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,2,1,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,2,1,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,3,2,0,1,0,0,4,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,2,1,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,8,7,5,4,2,3,6,1
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,2,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,0,3,1,0,2,4,0,5
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,3
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,2,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,0,0,0,0,0,0,1,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,0,0,0,0,0,0,1,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,1,0,0,0,0,0,2,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,2,1,0,0,0,0,3,0
PERMA3_2,To what extent do you receive help and support from others when you need it?,7,5,4,3,2,1,8,6
PERMA3_2,To what extent do you receive help and support from others when you need it?,0,0,0,0,0,0,1,0
